名称,年代,规格,简介,图片url
-【清】竹雕西厢人物香筒-,清 ,高20.4厘米 口径5.8厘米,香筒呈直筒式，上下各镶牛角，内壁中心钻有小孔，使用时插入点烧的线香，盖上盖，香气从镂孔处散出。它既是人们焚香的日常用具，也可置于案头供人欣赏。外壁以《西厢记》中“崔莺莺听琴”的故事为题材，画面刻划梧桐树下一主一仆“张生焦桐操琴”、“琴童傍立听佳音”，松阴下“崔莺莺听琴韵”“红娘指声话张生”的生动画面。此器综合使用多种刀法，布局谨严，中心人物突出，繁而不乱，是罕见的竹刻精品。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207153554t6Y3U3.jpg
-【清】蚰耳圈足雨雪金铜炉-,清,口径11.6厘米 高5.9厘米,该炉平口，微侈，鼓腹，下承圈足，双蚰耳，底部施以阳文“大明宣德年制”六字楷书款。该炉款识为铸炉后修制，地子平整，边沿过渡平滑，六字舒朗明晰，每一笔都栩栩如生，布局合理，端庄大方。皮作棠梨色，呈雨雪金。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_27.jpg
-【清】朱三松竹刻桐荫玩月笔筒-,清,寿山石，因质量与产区不同而有田坑、水坑、山坑之别。此坐相达摩，质地润泽细密，微有透明，色黄如熟栗，肌理多含金属砂点及粉白色，是都灵坑余脉石材所制。,笔筒浅浮雕一组玲珑透剔的湖石假山，其间植梧桐一株，高入云端，又有修竹数竿，一轮满月浴于云中，下有二仕女，一倚于石，作观月状，一蹀躞而行，画面充溢着生活情趣。款镌『丙午秋日，三松』，书法有董其昌风格，因此应为清初作品，丙午为康熙五年（1666年）。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0039.jpg
-【清】鼠耳三足铜炉-,清,口径9.5厘米 高10.5厘米,该器为子母口，盖遗失，鼓腹圜底，腹部以硕鼠形像为双耳，三足设以鼠尾形制。该器为鼠耳造型，形制奇特，富有生活气息。 中国传统文化中，鼠为十二生肖之首，更流传有“老鼠招财”的说法，因此，民间艺术创作者以鼠为主题创作了丰富多样的艺术作品。该器中的两只硕鼠伏于再侧，恰如即将探入油缸前的一霎那，形象俏皮可爱。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_122.jpg
-【清】都灵坑坐相达摩-,清,高5.4厘米,此坐相达摩面庞方阔饱满，眼微合、唇含笑，髭横生，表情和悦，无须无髯，颇似女相。头着风帽，身着敞胸长衫，外着披肩，右腿盘坐，左腿支起，身姿微侧而头向右前方。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207135540LSTOWo.jpg
-【清】竹雕人物鼓式盒-,清,寿山石，因质量与产区不同而有田坑、水坑、山坑之别。此坐相达摩，质地润泽细密，微有透明，色黄如熟栗，肌理多含金属砂点及粉白色，是都灵坑余脉石材所制。,外形呈圆鼓形，平底。一蹲姿孩童，双手捧瓶。盒盖巧妙地以鼓皮边处为子母口。盖与底以竹节隔膜稍加磨制而成鼓皮状，雕饰鼓钉。此盒集透雕、浅浮雕、圆雕等技法于一身，构思奇特，雕工精细。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0249.jpg
-【战国】玉凤-,战国 ,高3.5厘米,玉质洁白，有褐色沁。勾喙相交，圆目修冠，昂首欲飞，尾翎修长，凤翼及翎上阴刻线刚劲有力，与无锡鸿山越国墓葬出土的战国玉凤有异曲同工之妙。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207094925CmWjvB.jpg
-【五代】端石风字砚-,五代,长21.7厘米 宽15厘米,砚面呈风字形，三缘起框，砚额稍凹呈风池，池堂一体，底有梯形双足。此砚因长期使用而有磨损。 风字砚又称展形砚，砚体两直缘对称外撇，上缘弧形，呈风字形，风字砚造型简洁、明快，在唐代较为流行。虎丘吴天墩出土。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0157.jpg
-【清】白玉羲之戏鹅山子-,清  ,高15.5厘米 宽15厘米 厚2厘米,白玉质，略带赭色沁斑。山子随形而琢，正面以晋代大书法家王羲之爱鹅的故事为题材。整个画面浮雕山水巨石，遍山古木苍松，山腰处一老者端坐于石台上，身旁立一侍童，溪水中的一对白鹅与孩童戏耍，眼神中流露出无限的喜悦与爱意。背面亦雕重山叠嶂，古松参天，树木葱郁，在峻险的山岩与峥嵘的峭壁间，浮雕两朵祥云，缓缓游动。整个玉山子雕琢技法精湛，层次感强，极富山野情趣和生活气息。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207135026EXzNN5.jpg
-【明】白玉乳钉匜-,明 ,口径10厘米、底径3.3厘米、高6厘米,玉质洁白，口带长流，圈足外撇。杯身饰乳钉纹，以一透雕龙形为把。造型规整，工艺精湛，堪称仿古玉器的精品。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207125304wPpDVA.jpg
-【清】竹节形香筒-,清,无尺寸,铜质。竹节形，仿竹雕香筒。上浮雕花鸟竹虫，清新自然，充分体现了古人宁古无时，宁朴无巧，宁俭无俗的玩物标准。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0279.jpg
-【清】双耳四足长方小铜炉-,清,口径长5.8厘米×4.5厘米、高3.5厘米,该器为马槽炉形制，双戟耳、下出四足亦呈方形底有长方形阳文“大明宣德年制”楷书刻款，附红木底座及器盖，均雕镂空云纹。皮色为枣皮红。常见的马槽炉均为十厘米左右的中型炉，如此形制实属罕见。 器型精致小巧，形制古雅，小器大样，工艺考究。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_75.jpg
-【清】胡开文长洲彭氏墨-,清,无尺寸,"长方形，满身刻细卷云纹。墨面额间嵌一珠，楷书填金御赐宰相箕裘状元衣钵，下钤填金江浙第一世家印，外环刻填金双龙纹，龙首相对。墨背楷书填金长洲彭氏制墨。下钤天涯过客印。墨两侧分书苍珮室主人选烟、光绪二十有八年十月天涯过客属。此墨镌刻精细，墨质坚密，黝黑亮泽，应为胡开文讲贡朝廷所用。何澄子女捐赠。
胡开文（1742~1808年），字柱臣，号在丰，安徽休宁人，清代四大制墨家之一，斋号苍佩室。其特制的苍佩室墨常年进贡宫廷。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0116.jpg
-【民国】象耳象足方形炉-,民国,口径9.1厘米、高12厘米,该器口正方，平唇，直腹，双耳为朝天仰起的象鼻，鎏金。口沿饰一周云雷纹，寓意吉利深长，富贵不断头。腹身雕以缠枝莲花图案。下承四象首为足，象首饰瓒珞，嵌以砒宝。足根与底饰一圈弯曲云雷纹，被卷云状象耳断开，象首顶部镶嵌各色料珠，部分已脱落。象鼻粗短有力，略向内弯折。此炉造型优美，华丽富贵。云雷纹与莲瓣纹相配合的雕饰，在元代的瓷器上已多出现，明代初年才广为流传，所作莲瓣丰腴逼真，缠枝卷叶相缀连。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_142.jpg
-【清】白玉鸳书镇-,清,无尺寸,玉质白中泛青，表面留有部分黄色皮子，为籽料俏雕而成。鸳鸯口衔荷枝，荷叶、荷花分别卷垂于两侧，身下卷边荷浮托，使鸳鸯隐现于荷叶之上。造型取之于生活，灵巧生动，富于想象。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0142.jpg
-【清】三足篆香炉-,清,口径10厘米 高13.4厘米,该器为鼎形，设两个隔层，分上中下三个空间，双耳铺首衔环，腹部下垂，圜底，下承三象足。该炉仿博山炉形制，最上层顶部突起如博山炉之群山，设一珠形捉手，镂雕饰以花卉纹，外围一周铜钱纹。上层放置铜质香篆和压香板，中层是储存烟灰的空间，为三层空间最高者，最下层是存放铜质小刷子、灰铲、刮刀等行香工具的空间。该器有使用痕迹。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_132.jpg
-【清】紫檀嵌宝方笔筒-,清中期  ,高15.1厘米 宽11厘米, 笔筒由五块檀板拼接而成。前板以象牙、螺钿、珊瑚、孔雀石、寿山石、椰壳等材料，用镶嵌法拼填汉张骞出使失败，乘树桩顺流归汉的故事。后板以银丝嵌七言二句：“昔年曾有乘槎客，至今传沔斗牛虚。” 笔筒上沿以银丝作回文镶嵌。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207162813p4FHbQ.jpg
-【清】詹大有三十树梅花书屋墨-,清,无尺寸,"扁长方形，满身金皮，有边框。墨面阴文楷书填青五百斤油。墨背阳文楷书三十树梅花书屋藏烟。墨侧有徽詹大有乾行氏珍藏阳文款识。何澄子女捐赠。
五百斤油墨为金农首创，各肆纷纷效仿。詹大有，清代墨工，墨店以制松烟墨见长，制墨题节材、用料配方不求奢华，价廉物美乾隆末年至嘉庆年间，詹大有去世。其子孙自立门户，分散为乾行氏、小竹氏等若干分店，秉承了詹姓制墨风格，并活跃于嘉庆、道光年间。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0118.jpg
-【清】钱梅溪款紫檀柄刻锡壶-,清,无尺寸,"此壶为锡制。直流上翘，弧形钮，飞把。流、钮镶白玉，玉质细腻，飞把握端镶紫檀木嵌银丝，呈志鉃壶三字。壶身一面刻寒梅，落款清极不知；另一面赋诗：邛州隶书之三，仝之七，通变圆融，不知戌一，造胜金沙，制精玉质，呼吸生风，清绝孰正。落款梅溪钱泳。整器高洁素雅。
钱泳（1759~1844年），字立群，一字梅谿，号梅华溪居士，江苏无锡人。工篆、隶，精镌碑版，做印得三桥（文彭）、亦步（吴逈）风格。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0273.jpg
-【清】敦本堂主人藏墨-,清,无尺寸,"长方形。墨面浮雕一老者，衣填石绿，头、手、足填金，左下阴文行书填蓝敦本堂主人藏。墨背阳文行书：岁在甲寅，客海阳，敦请名手邵文瑞主人仿古制此烟。取其顶胶，取其清搥，取其多式，取其朴其工，资与朱提之轻重相埒，用以自娱，并以赠风雅之君子，乌程凌大寒寒竹父。墨顶阳文楷书选烟。墨身填色有所脱落。何澄子女捐赠。
凌大寒，原名邦显，后以字行，更字寒林，浙江湖州人。书画超迈，不可一也。此墨是白制墨，为馈赠之用。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0098.jpg
-【清】白玉梅花转心长方佩-,清  ,长8.9厘米 宽3.3 厘米,玉佩为白玉质，长方形，每块所刻图案、纹饰相同。正反两面上端阴刻、镂雕蝙蝠、如意等图案，中部用阳、阴刻等技艺构成外方内圆边饰，取古钱之意。内置圆形活片，活片上面阴刻团形瑞兽纹图案，中下方框内饰折枝梅花，此处背面为素面，下部镂雕，阴刻天鸡图，羽毛飘逸似带。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207140628pheJP6.jpg
-【清】宋荦黄海群芳图集锦墨-,清,无尺寸,"一套二十锭集锦墨，形状有长方八角形、碑形、长腰圆形、圭形等。各锭墨面浮雕不同花卉，均有阳文楷书填金花名，如春桂、璎珞花、香杜鹃、玉玲花等。墨背皆有阳文行书题咏，下钤填金宋荦、牧仲、漫堂印。合装于一黑漆泥金描红云龙纹匣内。何澄子女捐赠。
宋荦（1643~1713年）字牧仲，号漫堂，又号绵津山人，晚号西陂老人，河南商丘人。博学嗜古，工诗词。尤娴染翰，精鉴赏，喜收藏。制墨其多，所制黄海群芳图墨名最著。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0108.jpg
-【六朝】青瓷水盂-,六朝,口径4厘米 高4.5厘米,唇口，鼓腹，圈足。器表施青釉，口沿下部至腹部装饰斜放射状连珠纹若干，有开片，底部未施釉。原苏州市城防四工区长风机械厂出土。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0199.jpg
-【清】象牙雕竹林七贤笔筒-,清  ,高11.5厘米 口径8.6厘米 底径9厘米,此笔筒以象牙为材料，模仿江南嘉定派竹雕深浅浮雕法，刻画了深山庭院中七贤在青松草地竹林之间游玩的场面。竹林七贤指魏晋时期的嵇康、阮藉、山涛、向秀、刘伶、阮咸、王戎等七位“竹林名士”。他们或手捧酒杯，蹙额沉思；或赤足趺坐，两目凝视；或披襟抑膝，若有所思。人物刻画生动传神，表现了六朝士大夫放荡无羁，傲然超脱的性格和神态。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207164724inTlZc.jpg
-【清】白玉粉皮青荷叶洗-,清 ,宽19.8厘米 高3.6厘米,整器呈一扁平稍卷起的荷叶形，洗外壁以减地阳文的形式琢成带有柄、脐的荷叶形，并琢出微突的叶脉。明清的荷叶形洗一般都十分写实，摹刻逼真。荷叶洗是明清时期流行的形式，立意独特，受人爱赏。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207132809rlbYbE.jpg
-【清】程公望此君墨-,清,无尺寸,长方竹节形，共三节。墨面上部阴文草书填金何可一日无此君，下阳文草书清芬斋。墨背阴文篆书程公望氏墨。此墨墨身塑造成挺拔的长竹竿形，既反映竹之生长状态，又给人以视觉之美，造型纹饰统一和谐，墨质坚凝细腻。何澄子女捐赠。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0094.jpg
-【清】雕漆盖碗-,清    ,口径13.1厘米、通高10.0厘米、碗高6.0厘米、底径5.5厘米,碗口微敞，弧形深腹，盖面隆起，握手处外撇，漆色为枣皮红色，握手和底髹红漆，碗、盖里镶铜质鎏金胆。握手刻回纹，盖肩剔刻变体覆莲纹一道，盖与碗身以回纹作为锦地，各刻乾隆御题长诗一首：“梅天色不妖，佛手香且洁，松实味芳腴，三品殊清绝，烹以折脚铛，沃之承筐雪，火侯辨鱼蟹，鼎烟迭生灭，越瓯泼仙孔，氊廬適禅悦，五蕴净大半，可悟不可说，馥馥兠罗递，活活雲浆澈，偓佺遗可餐，林逋赏时别，懒举赵州案，颇笑玉川谲，寒宵听行漏，古月看懸玦，软饱趁几余，敲吟兴无竭。乾隆丙寅小春御题”，有“乾隆”圆、方印章各一枚。盖与碗刻相交如意云头纹一圈，圈足刻有回纹与盖握手上下对应。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207170129CAuuQa.jpg
-【清】白玉镂空竹摆件-,清  ,高14厘米 宽2.9厘米,玉质温润细腻有光泽，器长而略呈扁圆柱形，运用镂雕、浮雕、阴刻等手法，雕琢一粗一细挺拔的双竹，似分实连。两枝竹杆平行而生，新枝附着向上伸延，竹节处凹凸自然朴实，竹枝竹叶层次分明，生机勃勃。该器物造型独特，意境清新，纹饰精致，把竹子的高贵、不畏艰难的品性表现惟妙惟肖。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207140341eDEGOB.jpg
-【清】寿山石印-,清,无尺寸,印文：金粟香居。款：龙道人。斋馆印。印主陈春熙（？~1874年），原名明赐，更名春熙，字明之，号雪厂，一号锡庵，又号厀安，别署金粟山民、雪道人，浙江海宁人，后迁居江苏吴江。清布衣书法家、篆刻家。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0228.jpg
-【清】御制蕴玉斋藏墨-,清,无尺寸,八角形，漆皮边框。墨面浮雕螭龙纹，中间八角形框内阴文隶书填金用佐文房孰比伦。墨背雕幽林雅居图，内容丰富，意境深远。墨两侧分别阳文楷书乾隆年制、蕴玉斋藏墨。何澄子女捐赠。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0104.jpg
-【清】琴形芸香炉-,清,纵16.3厘米 高4.2厘米,该炉为琴形，设一个隔层，分上下两个空间，平底，下承四足镂空。最上层顶部镂雕款铭“但识琴中趣，何劳弦上声。戊寅初春月湖仿古。”出自晋代大文人陶渊明，体现了文人雅士高尚的不拘泥于形式的艺术趣味。上层空间放置篆香工具，下层为存储烟灰的空间。该炉形制与款识最早著录于晚清湖州丁月湖所辑之《印香炉式图》一册中，系出名门，高贵典雅。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_130.jpg
-【清】竹雕玉兰杯-,清  ,高7.7厘米,此杯用竹根雕成一朵怒放的玉兰花，口沿花瓣翻卷，九朵处于不同生长期的花蕾错落有致地分布在杯的周围，杯的底座雕成纠结盘绕的树干，一个个花蕾好似都从干上长出。此杯雕刻精湛，线条自然流畅，拙中见巧，是竹雕中的精品。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202102071541210zEAXW.jpg
-【清】蚰龙耳彝炉-,清,口径12.2厘米 高8厘米,侈口，高颈，鼓腹，圈足，蚰耳，猪肝色。底款为方形阳文“瑞芝堂主人识”篆书六字刻款。当时铸炉初成后，形制不一，须经主人赏识，方得以出炉打磨成色，可见“瑞芝堂主人”当时对该炉之器型皮色颇为欣赏。“瑞芝堂”为清代金石学家、大收藏家吴大徵在苏州的故居所在地。吴大激（ 1835-1902），初名大淳（以避清同治帝载淳讳改今名），字清卿，号恒轩、白云山樵、郑龛、晚号客斋，江苏吴县（今苏州）人。著名书画家、金石考古家、文字学家，编撰了大量考古、古文字学、书法方面的著作，如《说文古箍补》《古玉图考》《权衡度量实验考》《恒轩所见所藏吉金录》《客斋集古录》《十六金符斋印存》等。光绪十年（ 1884年），吴大徵任湖南巡抚以后，买得康熙时江苏巡抚宋荦旧居，经改造后以“瑞芝”名其堂，作为其终老之地。现常见吴大激的古玩多为书画作品，或刻有其铭文的紫砂壶，还有青铜器和高古玉器。这件宣炉的发现为研究吴大徵的收藏提供了珍贵的实物资料。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_60.jpg
-【明】双耳三足压经炉-,明,口径11.7厘米 高9厘米,该炉为圆鼎式，直口厚唇，束颈，鼓腹，腹圆收，颈至上腹部设有双飞耳，三乳足渐起自器外底。外底施以阳文“宣德”二字篆书款。压经炉以乳足为正宗，该器为高脚压经炉，小口高器形制，比例协调，配以飞耳一对，张弛有度。铜炉造型典雅稳重，主体素面，不琢纹饰，给人以古朴端庄之感，焚香于内，余香绕梁，平添雅致之气。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_20.jpg
-【清】天鸡法盏雨雪金炉-,清,口径11厘米 高6.5厘米,敞口外撇，平唇，腹自口至底渐收，平底，下设云纹三足。外底施以阳文“大明宣德年制”六字楷书款，“德”字有横。《沈氏宣炉小志》中称:“天鸡即火鸡也，能吞火，会意象形，故以饰炉。”细观天鸡首，其丹凤目斜，前额突出，鬃毛卷曲，气势生动。底部承马蹄三足，弯折自如，灵巧端庄，足底显露金黄铜质，质地密实。铜炉采用天鸡造型，是取其神威以保平安之意，是典型的闺房用炉。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_41.jpg
-【清】顾珏竹雕人物笔筒-,清,无尺寸,口作鳝脊式，下承三矮足，枣红色。器壁环雕松竹林，林中坡台间群贤毕至，一组听琴，一组弈棋，各得其所。整器用刀深峻，跳顿有力，不作矫饰。在造型上一反早年精雕细琢的风格，竹树枝叶以块面形式处理，带有浓重的奘饰效果。人物也不拘泥于形似，约略数刀而神态毕现，且参用深刻和镂雕法，准确圆熟，富有变化。署隶书顾珏二字款镌宗玉连珠印一方。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0045.jpg
-【宋】端石抄手砚-,宋,无尺寸,此砚四周略内敛，砚面四周起边，砚堂平，下端有一石眼，砚池开于前端，为长方抄手式，砚石质地坚润，灰黑无纹。枫桥何山南麓M3出土。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0162.jpg
-【清】 竹雕西厢人物香筒-,清 ,高21厘米 口径5.1厘米,香筒为直筒形，深腹。上下两端镶红木，上端作敞口，下端束腰作底盖，底钻有五孔，成梅花形排列。筒身运用浮雕、镂雕、平刻、阴刻等多种技艺，满饰松柏、假石、人物等图案。画面以传统剧目《西厢记·拷红》为题材：庭园深处，松柏树下，一位老妇（崔夫人）端坐石栏平台中间，作训斥状，神情严肃。其身后站一侍者，手持长棍，听命而立。台阶下一年青女子（红娘）跪于地上，正向老妇诉说原委，以博老妇欢心。画面刻划真切，描绘栩栩如生，把传统剧目的情节描绘得淋漓尽致。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207153328ILZ0bP.jpg
-【清】天鸡耳法盏炉-,清,无尺寸,敞口外撇，平唇，腹自口至底渐收，平底，下设云纹三足。炉壁两端铸天鸡耳，鬃毛卷曲，造型别致。外底施以阳文“大明宣德年制”六字楷书款，书法方正质朴。此炉型似敞口的茶盏，又如初绽的花朵，线条舒展流畅，造型优雅大方﹔天鸡耳俯首向下，双目细长，似带着古代仕女般妩媚羞怯，着实刻画得精妙传神。该炉铜质精纯细腻，虽数百年沧桑之下，也难掩其光华。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_39.jpg
-【清】青花云龙纹笔船-,清,"长30厘米 宽12.8厘米
  高5.8厘米    ",胎质细腻。长方形，子母口，斜弧腹，圈足，袖色白中闪青，盖已佚。器内分大小两格，有支口和笔搁，饰青花如意云纹等图案。器外壁口沿和足边分饰青花回纹和卷草纹一周，腹部绘双龙戏珠，间以祥云。器底青花双框内楷书『大明万历年制』。    ,https://file.szmuseum.com/WaterMark/文章管理缩略图/20230216141324yy7Rvl.jpg
-【清】端石风字砚-,清,无尺寸,"砚面呈风字形，砚首高翘，内凹呈墨池，两直缘对称外撇，线条饱满流畅。砚底有二足，中间阴文隶书：挠万物者莫疾乎风，吾行四方惟女从。彝尊铭并书。下钤朱印。装于一黑漆盒中，盒盖阴文篆书朱竹姹先牛家藏风字砚。嘉庆丁卯九月廿三日，后学姚鼐题。钤姚鼐方印。
朱彝尊（1629~1709年），字锡鬯，号竹垞，浙江嘉兴人。精金石考据，工诗书，著《经义考》、《日下旧闻》、《曝书亭集》等，编有《词综》、《明诗综》等。
姚鼎（1731~1815年）字姬传，一字梦谷，室名惜抱轩，安徽桐城人。著有《惜抱轩全集》等，曾编选《古文辞类纂》。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0179.jpg
-【清】蚰耳圈足雨雪金铜炉-,清,口径14.8厘米、高8.7厘米,该炉平口，微侈，束颈，鼓腹，下承圈足，肩颈部双蚰耳，底部施以阳文“大明宣德年制”六字楷书款，“德”字有横。炉皮浅杏黄色，饰以雨雪金。这种炉色为“铄金炉”的一种表现形式，通体泛出极细密的金屑，散发璀璨光泽。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_26.jpg
-【清】蚰耳圈足扁炉-,清,口径10.7厘米 高4.7厘米,该器为蚰龙耳扁炉，直口方唇，矮颈微束，微鼓腹，双蚰龙耳均匀对仗，下承矮圈足，外底施以阳文“玉堂清玩”篆书四字方款。枣皮红之色附其表。该器壁厚饱满，配以突出灵动、小巧可人的蚰龙耳，既端庄稳重又不失活力，给人以耳目一新的感觉。扁炉体积小，但铜质质感强，密度高，为清代铜炉之精铸者。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_69.jpg
-【清】青花圆瓷砚-,清,外径16.3厘米 内径13.7厘米 高3.2厘米,扁圆形。鼓腹，矮圈足，口沿内U形槽，凸起圆形砚堂，砚堂有边。U形槽内、腹部及砚底近圈足处皆绘青花折枝梅、菊间杂纹饰一周。圈足内有青花篆书铭七行：持片石归，袖有沧海。与人作研，寿以千载。易之陶埏，圆灵月采。即墨策勋，事逸功信。结文字缘，得大自在。辛亥秋亦庵居士铭。此瓷砚青花色调浅，图案纹饰轻描淡绘，线条纤细清晰。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0169.jpg
-【清】吴守默天蜺墨-,清,无尺寸,"腰圆形。墨面额间镶嵌珍珠一颗，下阴文楷书填金天蜺。墨背阳文楷书：芝泥发彩，宣凤藻以腾文，兰检浮香，润龙缭而动色。张鷟。何澄子女捐赠。
吴守默，安徽歙县人，清康熙间与曹素功齐名的造墨名家，墨肆延绿斋。为人颇自矜持，造墨不苟，及其晚年，子孙无继起者，至雍正以后遂绝迹墨林，其佳绝鲜，故人称延绿斋似昙花一现。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0095.jpg
-【清】剔红佛手瓜果盒-,清  ,长12厘米、高4.8厘米,共两件，瓜果盒为不规则形，直腹，平盖平底，子母口，器身呈枣红色，龟背纹锦地，内壁及底髹黑漆。其一盖面为棕色，刻佛手两只，一横一竖，一株梅花老枝由两侧向中间攀升，枝叶舒展，处于不同期的花蕾，有的盛开，有的还含苞待放，形态各异。其二盖面呈墨绿色，刻不同形状的瓜果两只，上面藤叶翻转覆盖，藤须萦绕，空隙处刻回纹锦地。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202102071708121MFn6g.jpg
-【宋】玉雕双獾-,宋  ,高2.9厘米、长7.7厘米,色白微黄，有棕色玉隔，并带有棕黑色玉沁。琢大小两獾，大獾张口露齿，双耳下垂，两目瞪视，向右回首，爪前后交叉，腿双曲而伏地，尾向左前盘曲，尾根处钻出小獾头，小獾向右前弯曲伏于大獾右臀上。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207095638g0tUcK.jpg
-【清】端石天然砚-,清,无尺寸,天然随形。砚面微凹成砚堂，上有三个浅绿色石眼。砚侧雕有抽象云纹，并有数个石眼。砚背阴文隶书麋砚庵主书画研，阴文行书：庚申之秋，与伯子赓南庽都门手帕胡同，偕游宣武门内小市，得此石质细润，足供文房清品。树棻识。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0193.jpg
-【清】剔红花卉扇骨-,清,无尺寸,剔红扇骨，以竹为胎，呈朱砂红色。扇骨作回纹底，浮雕花卉图案，雕工精细，纹饰流畅。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0265.jpg
-【清】三羊三足炉-,清,口径19.8厘米 腹径21.3厘米 高9.7厘米,平唇，侈口，直颈，无耳，异型足。腹底以三只羊身体围绕而成，羊首回望，四肢届跪为足。三羊身体肥硕，神态逼真，刻划细腻。底为方形阴印阳文“大明宣德年制”楷书款识。深栗色，器型稳重中见优雅，色泽古朴温润且有质感。 因“羊”音同“阳”，《宋史·乐志》：“三阳交泰，日新惟良。”明张居正《贺元旦表》：“兹者，当三阳开泰之候，正万物出震之时。”此炉造型稳健大气，寓意“三阳开泰”，即希望太平盛世，国泰民安，亦有喜迎新春之意。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_108.jpg
-【清】紫檀嵌银丝八角杯-,清,口径8.3厘米  高5.5厘米 ,此杯用紫檀木雕刻而成，杯体为八角形，口沿微敞，弧形深腹，台阶式圈足，口沿和圈足各镶嵌一条带状银丝回纹，梅枝盘曲成柄，雕有梅花和花蕾，各个侧面均为开光，开光内雕两条相对嬉戏的螭龙。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207162648sC1STF.jpg
-【民国】橛钮煤根石印-,民国,长4.6厘米 宽4.5厘米 高3.5厘米,印文：凤先生写绝妙好词。书画印，吕凤子自刻多字白文印。印文做三列，竖有列而横无行，以字画多少分割印面。用字不求统一，或繁或简，随体屈曲。用刀爽利豪放，冲切并用刻制而成，是吕凤子先生印作之精品。 吕凤子（1886~1956年），原名睿，字凤子、凤痴、早年画名别署江南凤，三十岁始自谓凤先生，江苏丹阳人。先后任教于中央大学、国立艺专等，解放后任江苏师范学院艺术系教授。书法自成一格，工书，篆刻迥拔时尚，上追秦汉，下濡沬于文人流派风格，雄肆奇崛，富率真之美。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0238.jpg
-【清】梅根炉-,清,长44.5厘米 宽9厘米,此炉取梅花树干之形浇铸而成。四周饰有梅花与错枝，似傲霜开放，沉人肺腑。整件器物黄中带淡红，似杏之色，俗称枯黄色，有足。 器物中成凹状，似供香薰烧之用。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_74.jpg
